LATITUDE,LONGITUDE,NAME,STID,CELLS11,CELLS12,CELLS13
39.54306,-121.49111,OROVILLE DAM NEAR OROVILLE 4E  (ORO),ORRC1,809cb7c,809cb7b,809cb7b4
38.08944,-120.55389,PERRY RANCH NEAR ANGELS CAMP 1N,PEYC1,809095c,809095d,809095dc
40.84333,-122.01667,PIT RIVER NEAR MONTGOMERY CREEK 4W,PITC1,54cd794,54cd793,54cd7924
39.36167,-123.12722,POTTER VALLEY 2 NEAR POTTER VALLEY 3NNW,PVBC1,808181c,808181d,808181d4
37.91833,-120.95972,ROCK CREEK BELOW FARMINGTON DAM NEAR FARMINGTON 4E,RCFC1,809060c,8090609,80906094
38.31389,-120.54306,RAILROAD FLAT (USACE) 2SW,RRFC1,80909fc,80909ff,80909fec
37.9025,-120.75972,SHIRLEY GULCH NEAR VALLEY HOME 10NE,SHYC1,8090f3c,8090f3d,8090f3cc
38.21056,-120.46417,SHEEP RANCH NEAR SAN ANDREAS 12E,SRNC1,8090a34,8090a33,8090a33c
40.65083,-122.60667,USCRN SITE NEAR SHASTA 3WNW,WYTC1,54d2f6c,54d2f6f,54d2f6ec
36.73611,-118.71222,MITCHELL MEADOW NEAR BADGER 18NE  (MTM),MMUC1,8095624,8095623,8095622c
37.34472,-119.67583,OAKHURST 2NW,OKHC1,80969dc,80969df,80969df4
36.92639,-118.57333,STATE LAKES NEAR CEDAR GROVE 11NE  (STL),STXC1,80bfd3c,80bfd3f,80bfd3fc
40.78194,-123.12722,NORTH FORK TRINITY RIVER NEAR  HELENA 3N,THAC1,54d24b4,54d24b3,54d24b34
37.44944,-119.685,WESTFALL NEAR MAROPOSA 16SE,WCFC1,80969bc,80969bd,80969bd4
37.03111,-118.91472,WEST WOODCHUCK MEADOW NEAR HUME 17N  (WWC),WWEC1,80959bc,80959bb,80959bac
38.32083,-123.07472,USCRN SITE NEAR BODEGA BAY 6WSW,BBYC1,8084284,8084281,80842804
40.75,-121.18,BLACKS MOUNTAIN #1 NEAR HALLS FLAT 4NE (BLM),BKMC1,54cd244,54cd243,54cd243c
33.42639,-117.56944,CRISTIANITOS CREEK ABOVE SAN MATEO CREEK NEAR SAN CLEMENTE 2E,CRIC1,80dcf4c,80dcf4d,80dcf4c4
33.43917,-117.19028,USCRN SITE NEAR FALLBROOK 5 NE,FBOC1,80dc7fc,80dc7ff,80dc7fec
34.41417,-119.87972,USCRN SITE NEAR SANTA BARBARA 11W,SBZC1,80e93f4,80e93f5,80e93f54
33.45917,-116.92278,TEMECULA CREEK NEAR AGUANGA 4WNW,TEKC1,80db9c4,80db9c5,80db9c44
37.82833,-120.01083,M FORK TUOLUMNE RIVER NEAR OAKLAND RECREATION CAMP,THYC1,8096d7c,8096d7b,8096d7ac
34.28278,-116.90139,BIG BEAR RANGER STATION NEAR BIG BEAR CITY 3W,BBBC1,80c4b14,80c4b15,80c4b14c
37.69833,-123.00167,FARALLON ISLAND NEAR SAN FRANCISCO,FNDC1,8085fc4,8085fc7,8085fc64
34.26056,-118.27722,HAINES CANYON DEBRIS BASIN NEAR SUNLAND 2SSE,HAIC1,80c2eb4,80c2eb5,80c2eb5c
34.15833,-116.79806,HEART BAR NEAR BIG BEAR LAKE 8SE,HBRC1,80db4a4,80db4a7,80db4a74
39.36833,-121.37167,SOUTH FORK HONCUT CREEK NEAR BANGOR 2SE  (SFH),HCTC1,809ca6c,809ca6b,809ca6a4
37.75444,-119.07778,JUNE MOUNTAIN WEATHER PLOT NEAR JUNE LAKE 2S  (JMW),JMWC1,80966b4,80966b1,80966b14
38.32944,-121.69306,LIBERTY ISLAND - ROAD 2068 NEAR LIBERTY FARMS 1N  (LIR),LBIC1,808535c,808535b,808535b4
34.10778,-117.33222,LYTLE CREEK DETENTION BASIN NEAR SAN BERNARDINO 3SW,LYCC1,80c352c,80c352f,80c352ec
41.3125,-122.31556,MOUNT SHASTA (MTS),MSRC1,54cde6c,54cde6d,54cde6dc
34.03667,-116.90694,OAK GLEN NEAR YUCAIPA 8ENE,OKGC1,80db4f4,80db4f5,80db4f44
34.1075,-117.80611,SAN DIMAS 1SE #3371,SIAC1,80c32f4,80c32f1,80c32f14
34.17,-118.03333,SIERRA MADRE #3374,SIRC1,80c2dc4,80c2dc1,80c2dc0c
39.66056,-122.70861,ALDER SPRINGS NEAR ELK CREEK 12NW,AESC1,808247c,8082479,8082478c
37.35806,-120.23528,BEAR CREEK BELOW BEAR DAM NEAR PLANADA 7NE,BEBC1,80914dc,80914dd,80914dc4
37.37333,-120.27778,BURNS CREEK BELOW BURNS DAM NEAR PLANADA 6NE,BUBC1,80914ec,80914ef,80914eec
39.82611,-122.79306,LOG SPRINGS NEAR PASKENTA 14SW,LGPC1,8082144,8082141,8082140c
39.5375,-122.66833,NOEL SPRINGS NEAR ELK CREEK 8NNE,NLSC1,80824bc,80824bb,80824bac
39.49139,-122.73417,SHEET IRON 1 MOUNTAIN REPEATER NEAR ELK CREEK 12SW,SEEC1,8082354,8082355,80823544
39.29611,-122.65528,TROUGH SPRING NEAR FOUTS SPRINGS 4S,THSC1,8083b94,8083b93,8083b93c
39.56389,-121.10611,STRAWBERRY VALLEY  (SBY),SWVC1,809c904,809c905,809c904c
39.18167,-120.53389,CANADA HILL NEAR CISCO 8S,CNLC1,809bbf4,809bbf5,809bbf5c
39.935,-120.95,QUINCY DWR  NEAR QUINCY 1S  (QCY),QNYC1,809cf94,809cf93,809cf924
37.74367,-121.93419,San Ramon - Alcosta Blvd,CQ235,808fedc,808fedb,808fedbc
35.8612,-119.3854,NR6G-8 Allensworth,AU642,80eadfc,80eadfb,80eadfbc
32.909,-118.475,San Clemente Island,HP008,80dd91c,80dd91f,80dd91e4
33.38,-116.62,Sky Oaks,HP010,80dbba4,80dbba7,80dbba64
33.27,-116.64,Warner Springs,HP013,80dbb84,80dbb87,80dbb86c
33.16,-116.81,Big Black Mountain,HP016,80dbea4,80dbea7,80dbea6c
34.14438,-117.64892,EW2607 Lake View Terrace,E2607,80c330c,80c330d,80c330cc
37.40533,-122.24167,EW2649 Woodside,E2649,808fa5c,808fa5b,808fa5b4
33.022,-117.08267,EW2652 San Diego,E2652,80dbf74,80dbf73,80dbf72c
39.779475,-120.594494,DENTEN CREEK,MWKC1,809c6bc,809c6bb,809c6bbc
34.60944,-119.36444,PINE MOUNTAIN INN NEAR OJAI 14NW,PIMC1,80e99ec,80e99ef,80e99ef4
33.8775,-117.98972,BREA CREEK AT DALE ST NEAR BUENA PARK 2NNE,BEDC1,80dd2bc,80dd2bb,80dd2ba4
39.76168,-121.84047,Chico-East Avenue,CQ231,8082d84,8082d87,8082d874
34.60346,-120.489,K7AZ Lompoc,E2332,80ec1fc,80ec1fb,80ec1fb4
37.92583,-120.63,EW2861 Copperopolis,E2861,8090ec4,8090ec1,8090ec04
36.74917,-119.24,EW2888 Squaw Valley,E2888,8095064,8095061,80950604
33.58306,-117.07222,Winchester - 33700 Borel Road,CQ232,80db7bc,80db7bf,80db7bf4
39.52278,-120.58222,MIDDLE YUBA RIVER AT MILTON RESERVOIR NEAR SIERRA CITY 4SE,MYMC1,809b8a4,809b8a7,809b8a64
37.04033,-122.07683,EW2946 Felton,E2946,808e46c,808e46b,808e46ac
39.8235,-121.91933,EW3006 Chico,E3006,8082dc4,8082dc1,8082dc14
37.81975,-122.47904,Golden Gate Bridge,GGBC1,808586c,8085869,80858694
37.85312,-122.41912,Angel Island,AISC1,808583c,808583d,808583dc
39.42889,-120.56889,FAUCHERIE RESERVOIR NEAR TRUCKEE 22NW,FIEC1,809b8cc,809b8cf,809b8cfc
36.14734,-120.36633,W6TZI Coalinga,AU699,8093434,8093433,8093433c
32.907,-116.623,KG6SIB Descanso,AU702,80d962c,80d962b,80d962bc
34.23667,-116.84117,EW3043 Big Bear City,E3043,80c4b54,80c4b51,80c4b504
34.372,-117.34033,EW3047 Hesperia,E3047,80c35d4,80c35d3,80c35d24
33.23536,-117.23218,EW3055 Vista,E3055,80dc76c,80dc76f,80dc76fc
34.41967,-117.26533,EW3060 Hesperia,E3060,80c35e4,80c35e1,80c35e0c
34.25417,-116.81217,N6BWX Big Bear City,E3063,80c4b5c,80c4b59,80c4b59c
33.88267,-116.33533,EW3081 Sky Valley,E3081,80dae3c,80dae39,80dae38c
36.8425,-121.365,EW3117 Hollister,E3117,80921dc,80921df,80921de4
34.2365,-117.31417,EW3127 Paivika Ridge,E3127,80c350c,80c3509,80c3508c
33.225,-117.11467,KJ6TI Escondido,AU709,80db8bc,80db8bd,80db8bdc
37.0,-121.6,W6BWJ Gilroy,AU710,8091e24,8091e25,8091e244
33.60467,-117.88367,EW3141 Corona Del Mar,E3141,80dce04,80dce07,80dce064
38.80178,-120.74556,EW3165 Placerville,E3165,809a51c,809a519,809a518c
32.87083,-117.25083,EW3170 La Jolla,E3170,80dc06c,80dc06b,80dc06b4
34.2705,-117.1885,EW3172 Lake Arrowhead,E3172,80c357c,80c357f,80c357ec
33.20983,-117.39433,EW3174 Oceanside,E3174,80dc6fc,80dc6fb,80dc6fb4
34.21667,-117.12283,AU707 Running Springs,AU707,80c4abc,80c4abd,80c4abd4
37.72098,-121.93232,W6ACT Dublin,AU719,808fec4,808fec5,808fec4c
33.82576,-118.34117,EW2805 Torrance,E2805,80dd4ac,80dd4ad,80dd4adc
37.86973,-122.13827,EW3193 Moraga,E3193,808562c,8085629,8085628c
32.90817,-116.24183,EW3204 Canebrake Canyon,E3204,80d985c,80d985f,80d985f4
38.44456,-122.75223,EW3209 Santa Rosa,E3209,8084384,8084383,80843834
32.955,-117.259,EW3218 Del Mar,E3218,80dc08c,80dc08b,80dc08b4
32.6705,-117.10083,EW3219 National City,E3219,80d9524,80d9523,80d9523c
33.614,-117.738,EW3225 Laguna Hills,E3225,80dce64,80dce63,80dce62c
32.70733,-116.87217,EW3231 Jamul,E3231,80d95cc,80d95cb,80d95cb4
38.61467,-122.77117,EW3235 Healdsburg,E3235,8084144,8084145,80841454
33.12117,-117.08983,EW3236 Escondido,E3236,80dbf4c,80dbf49,80dbf49c
32.9605,-117.01917,EW3241 Poway,E3241,80dbfac,80dbfaf,80dbfae4
35.09917,-118.42283,EW3266 Tehachapi,E3266,80c21dc,80c21db,80c21dbc
32.83617,-116.77767,EW3263 Alpine,E3263,80d960c,80d9609,80d9608c
33.69683,-116.2165,EW3298 Indio,E3298,80daf7c,80daf7f,80daf7ec
32.8625,-117.002,EW3309 Santee,E3309,80dbfd4,80dbfd3,80dbfd3c
32.92883,-117.01917,EW3333 Scripps Ranch,E3333,80dbfb4,80dbfb7,80dbfb6c
32.74617,-116.94117,EW3070 Rancho San Diego,E3070,80d95a4,80d95a3,80d95a34
33.19,-117.3675,EW3370 Oceanside,E3370,80dc6e4,80dc6e3,80dc6e24
39.20556,-121.82046,Sutter Buttes,CQ233,808359c,808359d,808359d4
33.89467,-116.37167,EW3393 Sky Valley,E3393,80dae3c,80dae3d,80dae3d4
37.925,-122.0905,KA6UPU-1 Lafayette,AU741,808563c,808563d,808563dc
32.73467,-117.1045,EW3475 San Diego,E3475,80d9544,80d9547,80d95474
34.16167,-116.09717,EW3443 Twentynine Palms,E3443,80dac6c,80dac6f,80dac6fc
33.6,-116.6,EW3500 Garner Valley,E3500,80db07c,80db07f,80db07fc
37.0,-122.0,EW3439 Santa Cruz,E3439,808e404,808e407,808e4074
33.89667,-117.88639,FULLERTON DAM NEAR FULLERTON 3ENE,FLDC1,80dcd5c,80dcd5b,80dcd5b4
32.8525,-117.01017,EW3619 Santee,E3619,80dbfd4,80dbfd7,80dbfd6c
39.338,-121.0475,EW3651 Nevada City,E3651,809b7cc,809b7c9,809b7c94
37.97472,-119.91611,CHERRY VALLEY NEAR GROVELAND 20NE,CEVC1,8097244,8097243,80972424
37.64576,-118.96654,Mammoth Lakes-Gateway HC,CQ254,80960dc,80960dd,80960dcc
36.54318,-117.94185,Lizard Tail-NE Shoreline Owens Lake,CQ248,80bf804,80bf801,80bf8014
36.36187,-118.01084,Owens Lake-Ash Point,CQ249,80c07cc,80c07cb,80c07cac
36.36805,-117.89778,Shell Cut-Highway 190,CQ250,80c0884,80c0887,80c0886c
38.06972,-118.94806,Mono Lake North Shore,CQ251,8096314,8096315,80963154
36.48791,-117.87111,Keeler-Cerro Gordo Road,CQ253,80c0814,80c0813,80c08124
36.60753,-118.04765,Lone Pine Sewer Ponds,CQ247,80bf844,80bf845,80bf8444
37.96139,-119.78306,HETCH HETCHY MET STATION NEAR GROVELAND 26ENE  (HEM),HHWC1,80971fc,80971f9,80971f84
39.09444,-120.57694,BEAR TRAP NEAR EMIGRANT GAP 17SSE  (BTP),BTUC1,809bb9c,809bb9d,809bb9cc
37.63,-119.09333,DEVILS POST PILE RAWS NEAR MAMMOTH LAKES 6WSW (DPO),DPPC1,8096724,8096725,8096725c
34.09167,-117.86117,N6RFF Covina,AU756,80c328c,80c328f,80c328ec
32.73867,-117.02983,EW3680 Lemon Grove,E3680,80d950c,80d950d,80d950d4
32.97867,-117.02083,EW3759 Poway,E3759,80dbfac,80dbfa9,80dbfa8c
36.19933,-119.3305,EW3773 Tulare,E3773,80952b4,80952b7,80952b7c
33.97611,-116.94889,BEAUMONT 4NNE,BEUC1,80db454,80db451,80db4504
34.15722,-117.60361,DEMENS CREEK DEBRIS BASIN NEAR RANCHO CUCAMONGA 3NNW,DCDC1,80c3374,80c3371,80c3370c
33.85056,-117.45611,LAKE MATHEWS NEAR RIVERSIDE 7SSE,LKMC1,80dcb9c,80dcb99,80dcb984
33.93806,-117.88472,ORANGE COUNTY RESERVOIR AT BREA,OCUC1,80dcd54,80dcd53,80dcd524
34.00333,-117.37944,RIVERSIDE COUNTY FLOOD CONTROL NEAR RIVERSIDE 4NNE,RIFC1,80dcb24,80dcb21,80dcb214
37.262,-120.96568,NR6G-11 Gustine,AU767,80919f4,80919f3,80919f3c
38.8715,-120.00683,EW3758 Meyers,E3758,80998e4,80998e7,80998e74
38.261,-119.21883,EW3821 Bridgeport,E3821,8097bac,8097bad,8097bac4
41.9534,-120.7895,MDF08 PORTABLE,TT249,54c9644,54c9647,54c96464
37.54167,-119.67222,SOUTH FORK MERCED RIVER NEAR WAWONA 1WSW,MIIC1,8096914,8096911,80969114
37.332,-122.0265,EW3923 Cupertino,E3923,808fb5c,808fb5b,808fb5bc
39.10937,-120.01075,TB2 Lake Tahoe,JPL02,8099784,8099787,80997864
39.1102,-120.07535,TB3 Lake Tahoe,JPL03,80997f4,80997f3,80997f2c
39.155,-120.07217,TB4 Lake Tahoe,JPL04,80997c4,80997c1,80997c04
33.22532,-115.82425,SS1 Salton Sea,JPL05,80da04c,80da04f,80da04e4
33.5742,-117.1285,Murrieta/Temecula French Valley,KF70,80db7dc,80db7dd,80db7dcc
41.74383,-122.97233,EW3940 Scott Bar,E3940,54ce33c,54ce33d,54ce33c4
33.78697,-117.98475,EW3970 Stanton,E3970,80dd28c,80dd28f,80dd28ec
37.3115,-121.98749,EW3976 San Jose,E3976,808fcac,808fca9,808fca9c
33.14563,-116.64126,School House Canyon,SHCSD,80dbc5c,80dbc5b,80dbc5bc
32.86355,-116.66231,Viejas Grade,VGDSD,80d963c,80d963b,80d963ac
33.14342,-116.84805,Pamo Valley,POVSD,80dbebc,80dbebb,80dbebb4
37.65083,-119.6825,MERCED LAKE NEAR EL PORTAL 6ESE  (MLK),MLHC1,8096ecc,8096ecb,8096ecb4
37.55083,-122.3305,EW4076 San Mateo,E4076,808f9e4,808f9e5,808f9e44
33.7,-118.3,EW4077 San Pedro,E4077,80dd484,80dd481,80dd481c
41.85,-123.96694,GASQUET RANGER STATION NEAR GASQUET 1E (GAS),GQTC1,54d014c,54d0149,54d0148c
32.83897,-116.68249,East Willows Rd,EWRSD,80d963c,80d963f,80d963ec
33.08265,-116.65725,Hoskings Ranch,HOSSD,80dbc4c,80dbc4d,80dbc4d4
38.22306,-119.25222,Bridgeport Valley,CBVA,8097afc,8097aff,8097aff4
33.25583,-116.40444,Anza Borrego Desert State Park,UCAB,80da34c,80da34d,80da34dc
36.07083,-121.59861,Big Creek Reserve - Gatehouse (UCNRS),UCBC,8092824,8092823,8092823c
38.31389,-123.06028,Bodega Marine Reserve (UCNRS),UCBM,8084284,8084281,80842814
39.24583,-120.36306,Chickering American River Reserve (UCNRS),UCCA,809bc34,809bc33,809bc33c
38.26806,-121.82778,Jepson Prairie Reserve (UCNRS),UCJP,8085384,8085381,80853814
33.99944,-119.68556,Santa Cruz Island Reserve (UCNRS),UCSC,80e8e5c,80e8e5f,80e8e5e4
37.61361,-118.83306,Valentine Eastern Sierra Reserve (UCNRS),UCSH,8096064,8096065,80960644
34.09472,-118.65667,Stunt Ranch Reserve (UCNRS),UCSR,80c29fc,80c29ff,80c29ff4
33.7,-117.8,EW4246 Irvine,E4246,80dcdc4,80dcdc5,80dcdc44
37.28667,-118.38833,EW4197 Bishop,E4197,80be394,80be395,80be3954
37.9815,-122.256,EW4251 Pinole,E4251,808570c,808570b,808570ac
38.91567,-123.20871,EW4371 Yorkville,E4371,80815a4,80815a5,80815a54
39.81336,-120.47069,Portola - Gulling Street,CQ236,809c144,809c145,809c145c
34.44267,-119.68217,K6BPM Santa Barbara,AU816,80e9134,80e9137,80e9136c
38.12967,-122.19917,EW4444 Vallejo,E4444,808572c,808572d,808572c4
38.93533,-122.86833,EW4393 Kelseyville,E4393,8083f0c,8083f0f,8083f0ec
33.10561,-117.24798,EW4462 Carlsbad,E4462,80dc0b4,80dc0b5,80dc0b4c
37.472,-121.89417,EW3968 Fremont,E3968,808fcf4,808fcf5,808fcf54
33.3542,-117.2509,Fallbrook Community Airpark,KL18,80dc794,80dc795,80dc794c
37.47781,-122.27388,W6DRZ Palomar Park,AU824,808fa1c,808fa19,808fa184
32.76683,-116.97733,EW4521 La Mesa,E4521,80d959c,80d959f,80d959fc
37.92983,-122.31217,EW4531 El Cerrito,E4531,8085784,8085785,8085784c
37.38667,-122.37,EW4551 Half Moon Bay,E4551,808f09c,808f09f,808f09ec
38.71467,-120.766,EW4543 Placerville,E4543,809a5a4,809a5a7,809a5a7c
34.31333,-118.49278,SAN FERNANDO POWER HOUSE NEAR SYLMAR 3NW,SFPC1,80c2854,80c2857,80c28564
39.413,-123.348,EW4027 Willits,E4027,80819a4,80819a3,80819a24
33.04717,-116.63233,EW4618 Julian,E4618,80dbdac,80dbdaf,80dbdaf4
33.897,-117.8095,EW4628 Yorba Linda,E4628,80dcd3c,80dcd3f,80dcd3e4
36.20553,-121.13255,KING CITY,09CA,8092f14,8092f13,8092f124
37.881698,-121.914155,Mt. Diablo,SJS02,808ff44,808ff43,808ff434
37.36783,-122.16783,AA6IW Los Altos Hills,AU836,808fb04,808fb03,808fb024
33.84047,-118.18637,EW4725 Long Beach,E4725,80dd334,80dd337,80dd3374
38.23,-120.36,ARNOLD CA,ARLC1,8090a54,8090a55,8090a54c
39.81,-122.37,BLACK BUTTE LAKE CA,BBLCA,808258c,808258b,808258b4
38.32,-123.07,BODEGA BAY CA,BGDC1,8084284,8084281,80842804
35.14,-116.1,BAKER (P618) CA,BKRCA,80c5a3c,80c5a3b,80c5a3b4
39.08,-120.94,COLFAX CA,CFCCA,809b0a4,809b0a5,809b0a4c
38.74,-120.66,CAMINO CA,CIMC1,809a45c,809a459,809a459c
33.86,-117.61,CORONA (CNPP) CA,CNACA,80dcc8c,80dcc89,80dcc89c
38.61,-123.22,CAZADERO CA,CZCC1,8086afc,8086afb,8086afac
32.98,-115.49,SDSU CENTER (P499) CA,DSCCA,80d75ac,80d75ad,80d75ac4
33.05,-114.83,GLAMIS PEAK (CMPK) CA,GMPCA,80d6dec,80d6deb,80d6debc
38.65,-122.87,HEALDSBURG CA,HBGC1,808410c,808410f,808410f4
41.9,-122.57,HORNBROOK CA,HBKCA,54ce54c,54ce54f,54ce54f4
41.79,-123.39,HAPPY CAMP CA,HCPCA,54cfd7c,54cfd7d,54cfd7d4
39.0,-123.12,HOPLAND CA,HPHC1,80815f4,80815f3,80815f24
40.88,-124.07,HUMBOLDT (P058) CA,HMBCA,54d1574,54d1577,54d15764
32.62,-116.17,JACUMBA (P066) CA,JCBCA,80d9bc4,80d9bc7,80d9bc6c
37.1,-121.65,LACROSSE DRIVE (P217) CA,LCDCA,808e204,808e201,808e2014
33.58,-116.23,LA QUINTA (P491) CA,LQTCA,80da5a4,80da5a1,80da5a0c
38.72,-123.05,LAKE SONOMA CA,LKAC1,808401c,8084019,80840194
35.3,-120.86,LOS OSOS CA,LSOCA,80ece2c,80ece2f,80ece2e4
37.47,-122.36,MILLS CREEK (P176) CA,MIQC1,808f0ac,808f0ab,808f0aa4
38.3,-122.74,MEACHUMLFL (P196) CA,MCHC1,8084354,8084357,8084356c
36.74,-120.36,MENDOTA (P304) CA,MTACA,809391c,809391f,809391ec
39.39,-120.98,NEVADA CITY CA,NVCCA,809b7e4,809b7e7,809b7e74
37.2,-119.57,O'NEALS CA,ONSCA,8094304,8094303,80943024
39.34,-123.14,POTTER VALLEY CA,PVKC1,80817f4,80817f7,80817f6c
38.51,-122.96,RIO NIDO CA,RNOC1,8084224,8084227,80842274
34.26,-119.1,SOMIS (P729) CA,SMSCA,80e84b4,80e84b1,80e84b04
34.19,-114.6,VIDAL JUNCTION (P623) CA,VDJCA,80d1a34,80d1a35,80d1a344
37.8,-120.64,WILD CREEK (P306) CA,WCCCA,8090e44,8090e43,8090e434
39.35,-123.32,WILLITS CA,WLTC1,80819c4,80819c7,80819c6c
38.93,-123.73,POINT ARENA (P059) CA,ARIC1,80811ec,80811e9,80811e9c
37.35,-120.2,PLANADA (P305) CA,PLDCA,80914d4,80914d7,80914d7c
37.8,-119.86,HODGDON MEADOW CA,HDMCA,8096dc4,8096dc7,8096dc64
35.75,-118.42,KERNVILLE CA,KNVCA,80c1ccc,80c1ccd,80c1ccc4
39.53,-121.49,OROVILLE CA,OVLCA,809cb7c,809cb7b,809cb7ac
36.83,-119.33,PINE FLAT DAM CA,PFDCA,8095aa4,8095aa3,8095aa24
34.2,-117.34,SAN BERNARDINO CA,SBOCA,80c351c,80c351d,80c351cc
38.19339,-121.70364,RIO VISTA,O889,80854c4,80854c3,80854c3c
39.00567,-123.36117,EW4777 Boonville,E4777,80816a4,80816a3,80816a3c
39.28,-120.71,BLUE CANYON CA,BLOC1,809b90c,809b90b,809b90a4
33.69783,-116.38452,DW0742 Palm Desert,D0742,80dafe4,80dafe5,80dafe44
37.76517,-120.861,EW4850 Oakdale,E4850,8090f84,8090f83,8090f834
38.88673,-121.28286,EW4877 Lincoln,E4877,809b3d4,809b3d5,809b3d44
32.8005,-116.92867,EW4858 El Cajon,E4858,80d9594,80d9591,80d95904
38.52,-122.8,SANTA ROSA CA,RZAC1,80843ec,80843e9,80843e84
32.92317,-117.14733,EW1483 San Diego,E1483,80dbf8c,80dbf8f,80dbf8f4
34.17196,-118.82151,EW4921 Westlake Village,E4921,80e8254,80e8251,80e82504
36.7917,-121.78697,EW4913 Moss Landing,E4913,808e064,808e067,808e066c
37.3475,-121.95867,EW4970 Santa Clara,E4970,808fca4,808fca5,808fca4c
41.45194,-122.44778,MWCD PARKS CREEK DIVERSION NEAR EDGEWOOD 2E  (MPD),MWMC1,54ce0cc,54ce0cd,54ce0cc4
36.96583,-121.96233,EW5038 Santa Cruz,E5038,808e154,808e151,808e1514
37.36367,-122.18633,EW4825 Palo Alto,E4825,808fafc,808fafd,808fafc4
34.03683,-116.81067,EW5008 Snow Peak,E5008,80db47c,80db47f,80db47e4
35.19667,-120.68367,EW5198 San Luis Obispo,E5198,80ecf7c,80ecf7b,80ecf7a4
33.415675,-117.524597,MATEO RIDGE,TEOC1,80dc8ac,80dc8af,80dc8ae4
33.477597,-117.486492,TALEGA RIDGE,TLGC1,80dc8c4,80dc8c7,80dc8c74
33.372189,-117.359769,ROBLAR CANYON,CTGC1,80dc7cc,80dc7cd,80dc7cd4
33.235625,-117.367958,WIRE MOUNTAIN,WIRC1,80dc6fc,80dc6ff,80dc6fe4
39.78611,-120.875,PILOT PEAK NEAR QUINCY 11SSE (DWR),PLPC1,809c5f4,809c5f7,809c5f74
33.4,-117.6,EW5232 San Clemente,E5232,80dcf5c,80dcf5b,80dcf5ac
34.57306,-119.01639,SESPE - TOPA TOPA NEAR FILLMORE 13NNW,TTSC1,80e9c0c,80e9c0d,80e9c0cc
33.01383,-116.93967,WB6EDK-1 Ramona,AU893,80dbe54,80dbe57,80dbe57c
38.67783,-121.01167,EW4740 El Dorado Hills,E4740,809afa4,809afa5,809afa44
39.24217,-121.0545,EW5439 Nevada City,E5439,809b704,809b707,809b7074
33.8109,-118.0243,EW5436 Buena Park,E5436,80dd2ec,80dd2ed,80dd2ecc
37.8,-120.2,EW5394 Groveland,E5394,80912ac,80912a9,80912a8c
37.434,-122.20483,EW5516 Menlo Park,E5516,808fa4c,808fa4f,808fa4ec
34.04217,-118.52117,EW5537 Pacific Palisades,E5537,80c2a34,80c2a37,80c2a364
37.888,-122.45767,WB6TTB Tiburon,AU915,808584c,8085849,8085849c
37.84908,-122.21361,EW5563 Oakland,E5563,80857d4,80857d7,80857d74
38.82883,-122.5245,EW5568 Lower Lake,E5568,80847ac,80847a9,80847a8c
37.0,-119.3,EW5633 Tollhouse,E5633,8095b1c,8095b1b,8095b1a4
37.2345,-121.8325,EW5617 San Jose,E5617,808e31c,808e31d,808e31c4
32.996,-118.553,SAN CLEMENTE NRO,INRC1,80dd85c,80dd85b,80dd85b4
37.281,-121.969,EW5689 Campbell,E5689,808e354,808e353,808e353c
38.75417,-120.7895,EW5691 Placerville,E5691,809a50c,809a50d,809a50dc
38.55,-122.49,SAINT HELENA CA,BCJC1,80845bc,80845bb,80845bac
36.8,-118.19,INDEPENDENCE CA,IDPCA,80bfbdc,80bfbdf,80bfbdec
37.06,-121.07,SAN LUIS RESERVOIR CA,SLRCA,8091854,8091857,8091857c
36.19,-118.8,SPRINGVILLE CA,SPVCA,80eaaec,80eaaef,80eaaee4
37.2395,-119.802,EW5766 Coarsegold,E5766,80941f4,80941f5,80941f44
39.02,-122.91683,EW5780 Lakeport,E5780,8083e5c,8083e59,8083e59c
37.75388,-122.42117,EW5830 San Francisco,E5830,808f7e4,808f7e3,808f7e3c
34.27117,-116.938,EW5845 Fawnskin,E5845,80c4b14,80c4b17,80c4b17c
33.8175,-118.20639,LOS ANGELES RIVER AT LONG BEACH #3348 NEAR LONG BEACH 4N,LAWC1,80dd344,80dd347,80dd3474
33.99667,-118.40194,BALLONA CREEK NEAR CULVER CITY 1S,BLNC1,80c2ba4,80c2ba1,80c2ba04
34.22111,-117.40444,DEVORE FIRE STATION,DVEC1,80c34fc,80c34f9,80c34f9c
33.98278,-117.59861,CUCAMONGA CREEK (RAIN) NEAR MIRA LOMA 5W,CGKC1,80dccb4,80dccb1,80dccb04
34.06139,-117.26778,SAN TIMOTEO CREEK NEAR LOMA LINDA 7NW,TOTC1,80dcacc,80dcac9,80dcac84
34.15806,-117.96306,BIG DALTON RIVER AT MERCED NEAR MONRIVIA 2E,BDWC1,80c2d8c,80c2d8d,80c2d8dc
33.88139,-118.22444,COMPTON CREEK AT GREENLEAF DR #3312 NEAR COMPTON 1S,CMGC1,80c2cb4,80c2cb5,80c2cb44
33.81,-118.07694,COYOTE CREEK BELOW SPRING STR #3314 NEAR LONG BEACH 7NE,CYRC1,80dd2e4,80dd2e7,80dd2e64
33.81472,-117.765,VILLA PARK RESERVOIR NEAR VILLA PARK 3E,VLPC1,80dcdac,80dcda9,80dcda9c
33.75111,-117.90833,SANTA ANA RIVER (RAIN) AT 5TH ST IN SANTA ANA,VRSC1,80dcd84,80dcd87,80dcd86c
